Lead_ID,Customer_Name,Industry,Country,Lead_Source,Budget,Company_Size,Salesperson,Status,Revenue,Meetings,Emails,Website_Visits,Last_Contact,Created_Date,Converted,Churned
L102603,Customer_02603,Education,Germany,Email Campaign,17206.33,11-50,Henry Chen,New,0.0,19,14,4,2026-06-05,2026-03-18,0,0
L102604,Customer_02604,Telecom,United States,Partner,14360.19,501-1000,Emma Brown,Qualified,14495.8,4,45,55,2026-01-20,2025-08-11,1,0
L102605,Customer_02605,Telecom,France,Social Media,13497.28,1-10,Henry Chen,Negotiation,0.0,14,44,28,2026-02-28,2025-11-06,0,0
L102606,Customer_02606,Education,Australia,Social Media,15711.83,1000+,Grace Lee,Qualified,14123.48,10,17,75,2024-09-05,2024-07-29,1,0
L102607,Customer_02607,Healthcare,United Kingdom,Referral,16662.24,11-50,Grace Lee,Contacted,0.0,7,46,12,2026-10-05,2026-04-29,0,0
L102608,Customer_02608,Education,Germany,Cold Call,29232.33,51-200,Bob Smith,Qualified,0.0,8,38,91,2026-10-20,2026-07-01,0,0
L102609,Customer_02609,Energy,United States,Trade Show,18649.23,501-1000,Grace Lee,Won,0.0,4,20,8,2025-08-27,2025-06-13,0,0
L102610,Customer_02610,Hospitality,United States,Partner,11795.65,11-50,Carol Davis,Contacted,0.0,13,41,84,2024-10-27,2024-08-19,0,0
L102611,Customer_02611,Hospitality,United Kingdom,Website,7420.9,201-500,Emma Brown,Qualified,7621.14,19,45,14,2026-11-20,2026-07-18,1,0
L102612,Customer_02612,Finance,Canada,Website,9597.81,501-1000,David Wilson,Lost,0.0,11,43,2,2025-04-29,2024-11-22,0,0
L102613,Customer_02613,Education,India,Trade Show,16039.61,1-10,Carol Davis,Lost,0.0,5,23,3,2024-10-24,2024-07-26,0,0
L102614,Customer_02614,Finance,Brazil,Email Campaign,8149.81,1-10,Henry Chen,New,0.0,13,10,78,2026-02-18,2025-09-20,0,0
L102615,Customer_02615,Real Estate,India,Partner,25903.0,501-1000,Henry Chen,Proposal Sent,0.0,8,8,34,2026-01-25,2025-09-20,0,0
L102616,Customer_02616,Hospitality,India,Website,18052.48,11-50,Emma Brown,New,0.0,18,41,41,2024-08-08,2024-07-26,0,0
L102617,Customer_02617,Technology,United Arab Emirates,Cold Call,29746.57,1000+,Alice Johnson,Lost,0.0,5,36,82,2025-09-06,2025-04-17,0,0
L102618,Customer_02618,Real Estate,Germany,Website,8542.65,1000+,Bob Smith,Qualified,0.0,10,35,26,2025-09-24,2025-06-16,0,0
L102619,Customer_02619,Hospitality,Brazil,Trade Show,7467.03,1000+,Bob Smith,Qualified,0.0,9,2,55,2026-03-28,2025-12-23,0,0
L102620,Customer_02620,Energy,United Arab Emirates,Partner,29591.43,1000+,Henry Chen,Contacted,0.0,17,48,29,2024-12-27,2024-09-08,0,0
L102621,Customer_02621,Retail,Australia,Referral,14632.02,501-1000,David Wilson,Proposal Sent,0.0,2,5,6,2026-01-27,2026-01-17,0,0
L102622,Customer_02622,Finance,Japan,Cold Call,11593.94,51-200,Alice Johnson,New,0.0,12,29,99,2026-03-19,2025-10-07,0,0
L102623,Customer_02623,Hospitality,United Kingdom,Partner,21786.86,1000+,Emma Brown,Won,27236.45,16,47,37,2025-04-16,2024-11-10,1,0
L102624,Customer_02624,Hospitality,Japan,Website,21226.69,51-200,Henry Chen,Qualified,0.0,7,12,84,2026-01-08,2025-07-13,0,0
L102625,Customer_02625,Education,Australia,Paid Ads,5546.74,201-500,Emma Brown,Proposal Sent,0.0,10,25,42,2025-05-01,2025-01-13,0,0
L102626,Customer_02626,Hospitality,Germany,Paid Ads,35215.85,1-10,David Wilson,Won,0.0,5,42,86,2024-09-05,2024-07-24,0,0
L102627,Customer_02627,Technology,United States,Referral,10023.78,1000+,Bob Smith,New,0.0,8,13,17,2025-07-24,2025-04-07,0,0
L102628,Customer_02628,Real Estate,Brazil,Referral,43915.06,201-500,Henry Chen,New,0.0,19,5,54,2026-05-13,2026-03-24,0,0
L102629,Customer_02629,Technology,Canada,Trade Show,5252.8,1000+,Alice Johnson,Qualified,0.0,7,24,37,2025-04-18,2025-01-17,0,0
L102630,Customer_02630,Hospitality,France,Website,16683.56,51-200,Henry Chen,Won,0.0,4,39,99,2025-09-30,2025-05-09,0,0
L102631,Customer_02631,Real Estate,France,Social Media,11731.88,11-50,Bob Smith,New,0.0,11,28,33,2026-04-15,2026-03-15,0,0
L102632,Customer_02632,Hospitality,United Arab Emirates,Website,3352.08,201-500,Bob Smith,Won,0.0,9,22,77,2026-07-21,2026-05-01,0,0
L102633,Customer_02633,Education,Canada,Social Media,21178.58,1000+,Carol Davis,Proposal Sent,0.0,15,31,49,2024-12-03,2024-09-07,0,0
L102634,Customer_02634,Technology,United States,Cold Call,3474.63,201-500,Alice Johnson,Proposal Sent,0.0,0,2,40,2026-10-18,2026-05-04,0,0
L102635,Customer_02635,Technology,Germany,Trade Show,10892.54,501-1000,Alice Johnson,Proposal Sent,14112.1,18,17,69,2025-11-27,2025-08-23,1,0
L102636,Customer_02636,Retail,United Kingdom,Paid Ads,28940.37,11-50,Bob Smith,New,33663.6,14,43,64,2024-09-30,2024-07-31,1,0
L102637,Customer_02637,Telecom,India,Email Campaign,9218.57,501-1000,Frank Miller,Contacted,0.0,16,19,47,2025-01-01,2024-10-24,0,0
L102638,Customer_02638,Finance,Japan,Trade Show,7096.71,501-1000,Grace Lee,Won,0.0,8,48,5,2025-01-08,2024-11-15,0,0
L102639,Customer_02639,Energy,Japan,Social Media,23394.34,1000+,Bob Smith,Qualified,0.0,8,27,7,2025-02-24,2025-01-29,0,0
L102640,Customer_02640,Healthcare,India,Paid Ads,11218.7,1-10,Frank Miller,Proposal Sent,0.0,6,46,59,2025-12-11,2025-08-06,0,0
L102641,Customer_02641,Manufacturing,Brazil,Referral,10061.37,51-200,Carol Davis,Lost,0.0,16,31,5,2026-05-10,2025-12-24,0,0
L102642,Customer_02642,Healthcare,Canada,Referral,32613.93,1-10,David Wilson,New,0.0,1,20,60,2024-11-08,2024-10-04,0,0
L102643,Customer_02643,Manufacturing,India,Email Campaign,5901.16,51-200,Carol Davis,Qualified,0.0,10,46,88,2025-08-21,2025-05-31,0,0
L102644,Customer_02644,Manufacturing,United Kingdom,Trade Show,9684.43,501-1000,Henry Chen,Qualified,0.0,5,13,78,2026-02-17,2025-10-05,0,0
L102645,Customer_02645,Technology,Australia,Partner,24502.07,201-500,Emma Brown,New,0.0,12,19,69,2024-12-18,2024-08-14,0,0
L102646,Customer_02646,Education,Australia,Cold Call,5639.99,501-1000,Emma Brown,Lost,0.0,19,36,27,2025-11-06,2025-10-23,0,0
L102647,Customer_02647,Telecom,United States,Website,46292.86,501-1000,Grace Lee,Lost,0.0,13,43,65,2026-07-01,2026-06-23,0,0
L102648,Customer_02648,Hospitality,Australia,Social Media,11478.22,1000+,Frank Miller,Contacted,0.0,0,9,18,2025-05-20,2025-05-08,0,0
L102649,Customer_02649,Retail,Brazil,Social Media,24641.05,1000+,Bob Smith,Lost,0.0,7,49,91,2025-12-11,2025-09-12,0,0
L102650,Customer_02650,Energy,France,Cold Call,24604.99,201-500,Bob Smith,New,0.0,0,21,9,2025-10-03,2025-04-22,0,0
L102651,Customer_02651,Energy,Australia,Referral,12008.84,1000+,Carol Davis,Lost,0.0,9,16,54,2025-05-07,2025-04-24,0,0
L102652,Customer_02652,Hospitality,Germany,Partner,9553.77,1-10,Alice Johnson,Won,0.0,3,6,48,2025-08-21,2025-04-17,0,0
L102653,Customer_02653,Retail,Germany,Partner,12963.91,501-1000,Frank Miller,Contacted,0.0,13,1,7,2026-03-26,2025-11-14,0,0
L102654,Customer_02654,Energy,United Kingdom,Trade Show,22001.79,201-500,David Wilson,Proposal Sent,0.0,10,27,18,2026-07-09,2026-01-17,0,0
L102655,Customer_02655,Education,France,Social Media,6697.59,1000+,Alice Johnson,Won,0.0,6,30,71,2026-03-14,2025-11-30,0,0
L102656,Customer_02656,Technology,Japan,Cold Call,5754.39,201-500,David Wilson,Contacted,0.0,17,4,59,2025-02-02,2024-08-15,0,0
L102657,Customer_02657,Healthcare,United Arab Emirates,Email Campaign,37757.59,11-50,Grace Lee,Qualified,46980.9,14,45,16,2025-04-11,2025-01-20,1,0
L102658,Customer_02658,Real Estate,India,Website,7987.25,501-1000,Henry Chen,Negotiation,0.0,12,27,14,2025-11-23,2025-10-07,0,0
L102659,Customer_02659,Finance,India,Referral,17117.54,1000+,Henry Chen,New,0.0,7,2,66,2025-03-14,2024-09-20,0,0
L102660,Customer_02660,Manufacturing,India,Email Campaign,11596.48,1-10,Henry Chen,New,0.0,5,42,66,2025-04-11,2025-01-08,0,0
L102661,Customer_02661,Telecom,Canada,Email Campaign,11962.05,1-10,Emma Brown,Contacted,0.0,11,9,40,2025-08-20,2025-06-23,0,0
L102662,Customer_02662,Finance,Canada,Website,36361.75,201-500,Henry Chen,Won,0.0,15,33,2,2025-04-07,2024-12-13,0,0
L102663,Customer_02663,Manufacturing,India,Paid Ads,12586.52,201-500,Henry Chen,Qualified,0.0,16,33,2,2024-11-11,2024-08-27,0,0
L102664,Customer_02664,Healthcare,Brazil,Cold Call,10406.87,201-500,Frank Miller,Proposal Sent,9302.25,15,40,15,2025-10-13,2025-06-01,1,0
L102665,Customer_02665,Education,Canada,Social Media,11061.2,1-10,David Wilson,New,0.0,0,40,5,2026-09-17,2026-05-08,0,0
L102666,Customer_02666,Healthcare,Australia,Email Campaign,9391.68,201-500,Henry Chen,New,0.0,19,49,55,2025-09-12,2025-09-09,0,0
L102667,Customer_02667,Hospitality,Canada,Email Campaign,8357.68,201-500,David Wilson,Negotiation,0.0,4,4,39,2026-05-09,2026-02-04,0,0
L102668,Customer_02668,Technology,Germany,Partner,9418.09,1000+,Bob Smith,New,0.0,0,18,21,2025-07-28,2025-02-25,0,0
L102669,Customer_02669,Hospitality,Germany,Trade Show,42798.02,51-200,Alice Johnson,Negotiation,0.0,11,18,59,2026-09-12,2026-05-17,0,0
L102670,Customer_02670,Telecom,United States,Partner,21983.38,51-200,Emma Brown,Qualified,0.0,9,18,70,2025-12-20,2025-08-13,0,0
L102671,Customer_02671,Energy,Canada,Email Campaign,10491.94,1-10,Alice Johnson,Negotiation,0.0,2,11,17,2026-02-28,2025-09-06,0,0
L102672,Customer_02672,Energy,Brazil,Cold Call,26559.93,201-500,Alice Johnson,Qualified,17807.87,4,11,62,2025-12-12,2025-10-12,1,1
L102673,Customer_02673,Finance,India,Email Campaign,4398.26,201-500,Bob Smith,Won,0.0,4,48,10,2025-08-22,2025-04-19,0,0
L102674,Customer_02674,Hospitality,United Arab Emirates,Social Media,34995.5,11-50,Emma Brown,New,0.0,8,44,59,2025-06-22,2025-06-17,0,0
L102675,Customer_02675,Education,United States,Cold Call,33077.52,501-1000,David Wilson,Lost,0.0,14,34,37,2026-03-23,2026-02-24,0,0
L102676,Customer_02676,Hospitality,Brazil,Email Campaign,63922.96,1000+,Emma Brown,Contacted,0.0,13,27,10,2025-04-17,2024-12-13,0,0
L102677,Customer_02677,Energy,Brazil,Referral,27121.61,11-50,Emma Brown,New,0.0,0,23,80,2025-10-03,2025-08-27,0,0
L102678,Customer_02678,Education,Canada,Social Media,18143.44,201-500,Henry Chen,Proposal Sent,0.0,3,34,18,2026-08-16,2026-03-28,0,0
L102679,Customer_02679,Retail,Germany,Trade Show,32984.67,501-1000,Bob Smith,Contacted,41134.6,12,43,78,2025-08-11,2025-03-08,1,0
L102680,Customer_02680,Finance,France,Social Media,8620.8,1-10,David Wilson,Qualified,0.0,16,21,36,2026-03-16,2025-10-07,0,0
L102681,Customer_02681,Finance,India,Partner,10129.51,11-50,Emma Brown,Won,0.0,0,26,68,2025-04-18,2025-04-10,0,0
L102682,Customer_02682,Retail,Japan,Paid Ads,12772.23,51-200,Carol Davis,Won,0.0,6,45,70,2025-03-15,2025-01-16,0,0
L102683,Customer_02683,Energy,India,Paid Ads,34829.4,1-10,Bob Smith,Proposal Sent,0.0,2,45,42,2025-07-17,2025-04-17,0,0
L102684,Customer_02684,Education,Australia,Website,7338.47,51-200,Alice Johnson,Lost,0.0,9,11,66,2024-09-04,2024-09-02,0,0
L102685,Customer_02685,Manufacturing,India,Paid Ads,6812.79,1-10,Carol Davis,Qualified,0.0,7,11,44,2025-10-14,2025-05-04,0,0
L102686,Customer_02686,Healthcare,United States,Cold Call,15765.46,1000+,Carol Davis,New,0.0,3,10,60,2026-04-06,2025-10-15,0,0
L102687,Customer_02687,Education,India,Email Campaign,22076.55,201-500,Bob Smith,Won,0.0,19,1,22,2024-12-16,2024-07-30,0,0
L102688,Customer_02688,Real Estate,United States,Email Campaign,8166.89,11-50,Carol Davis,Contacted,0.0,15,34,42,2025-08-29,2025-07-10,0,0
L102689,Customer_02689,Hospitality,United Arab Emirates,Cold Call,21360.37,501-1000,Frank Miller,New,0.0,10,21,13,2025-03-06,2025-02-14,0,0
L102690,Customer_02690,Telecom,Japan,Paid Ads,34817.64,1-10,Grace Lee,New,0.0,15,1,41,2026-04-18,2025-11-21,0,0
L102691,Customer_02691,Real Estate,Australia,Trade Show,30956.03,201-500,Emma Brown,Contacted,0.0,6,10,1,2025-02-06,2024-09-26,0,0
L102692,Customer_02692,Hospitality,France,Paid Ads,17108.06,501-1000,Alice Johnson,Contacted,0.0,18,26,40,2025-02-19,2024-09-02,0,0
L102693,Customer_02693,Manufacturing,Brazil,Paid Ads,12538.78,501-1000,Frank Miller,Contacted,0.0,8,41,86,2024-11-01,2024-08-25,0,0
L102694,Customer_02694,Hospitality,India,Email Campaign,45023.35,11-50,Bob Smith,Proposal Sent,0.0,7,33,36,2025-11-09,2025-10-10,0,0
L102695,Customer_02695,Retail,Brazil,Trade Show,13504.56,201-500,Alice Johnson,Won,0.0,11,26,49,2025-04-11,2024-10-31,0,0
L102696,Customer_02696,Finance,Australia,Social Media,25803.06,501-1000,Emma Brown,Lost,0.0,11,9,85,2025-04-05,2025-03-17,0,0
L102697,Customer_02697,Manufacturing,Germany,Email Campaign,52617.13,501-1000,David Wilson,New,0.0,12,14,0,2026-08-23,2026-05-12,0,0
L102698,Customer_02698,Finance,United States,Trade Show,23973.1,11-50,Carol Davis,New,0.0,16,39,67,2024-12-12,2024-09-19,0,0
L102699,Customer_02699,Finance,Germany,Trade Show,6647.77,1000+,Henry Chen,Proposal Sent,0.0,5,38,52,2025-10-05,2025-06-29,0,0
L102700,Customer_02700,Energy,Australia,Paid Ads,5612.12,11-50,Alice Johnson,New,0.0,14,43,34,2025-09-07,2025-06-27,0,0
L102701,Customer_02701,Telecom,Canada,Partner,10847.17,51-200,Alice Johnson,Qualified,0.0,3,26,25,2025-10-16,2025-10-15,0,0
L102702,Customer_02702,Healthcare,Australia,Social Media,21952.79,11-50,Emma Brown,Negotiation,0.0,4,13,59,2025-02-24,2024-11-05,0,0
L102703,Customer_02703,Energy,Germany,Paid Ads,18239.6,1-10,David Wilson,Won,0.0,9,25,42,2026-06-24,2026-05-11,0,0
L102704,Customer_02704,Technology,United Arab Emirates,Website,62627.36,11-50,Grace Lee,Contacted,0.0,10,44,39,2025-11-03,2025-10-13,0,0
L102705,Customer_02705,Healthcare,France,Partner,18115.79,1-10,Alice Johnson,Negotiation,0.0,12,9,67,2025-08-17,2025-06-04,0,0
L102706,Customer_02706,Telecom,Japan,Email Campaign,10623.15,501-1000,David Wilson,Negotiation,0.0,2,42,39,2026-04-20,2026-02-27,0,0
L102707,Customer_02707,Retail,France,Email Campaign,6043.03,201-500,Bob Smith,Won,4067.75,16,49,80,2026-06-25,2026-02-15,1,0
L102708,Customer_02708,Telecom,Canada,Partner,30525.15,51-200,Alice Johnson,Contacted,0.0,11,40,28,2025-07-01,2025-04-27,0,0
L102709,Customer_02709,Energy,India,Cold Call,13303.16,201-500,David Wilson,Won,0.0,11,32,70,2025-08-23,2025-05-22,0,0
L102710,Customer_02710,Technology,Germany,Paid Ads,4655.02,201-500,Frank Miller,Won,0.0,14,20,56,2025-02-25,2024-11-30,0,0
L102711,Customer_02711,Technology,Germany,Email Campaign,13569.53,11-50,Bob Smith,Contacted,0.0,13,42,89,2025-05-03,2024-12-01,0,0
L102712,Customer_02712,Hospitality,France,Cold Call,6654.07,11-50,Grace Lee,Negotiation,0.0,8,8,40,2026-07-25,2026-07-07,0,0
L102713,Customer_02713,Education,Japan,Cold Call,9917.48,1000+,Emma Brown,Negotiation,0.0,9,37,23,2025-10-12,2025-10-06,0,0
L102714,Customer_02714,Education,United Kingdom,Email Campaign,13417.76,1-10,David Wilson,Contacted,0.0,4,20,39,2025-04-14,2024-11-09,0,0
L102715,Customer_02715,Manufacturing,Canada,Paid Ads,7089.54,1000+,Henry Chen,Qualified,0.0,11,25,66,2024-10-23,2024-08-26,0,0
L102716,Customer_02716,Manufacturing,India,Website,9496.35,1000+,Carol Davis,Qualified,0.0,4,23,42,2026-09-18,2026-05-12,0,0
L102717,Customer_02717,Real Estate,Brazil,Social Media,7935.61,11-50,Bob Smith,Won,0.0,12,0,88,2025-04-24,2025-01-07,0,0
L102718,Customer_02718,Education,Canada,Partner,8086.07,11-50,Grace Lee,New,0.0,8,49,15,2026-06-18,2026-02-01,0,0
L102719,Customer_02719,Finance,United States,Email Campaign,6597.1,11-50,Alice Johnson,Proposal Sent,0.0,4,33,30,2025-04-07,2024-12-10,0,0
L102720,Customer_02720,Real Estate,United States,Social Media,9528.71,201-500,Grace Lee,New,0.0,9,30,98,2025-10-11,2025-08-29,0,0
L102721,Customer_02721,Real Estate,Canada,Cold Call,7141.74,11-50,Grace Lee,Negotiation,7003.28,18,5,79,2026-07-29,2026-04-30,1,1
L102722,Customer_02722,Finance,Japan,Referral,20142.93,501-1000,Henry Chen,Negotiation,0.0,11,38,7,2026-04-17,2026-02-21,0,0
L102723,Customer_02723,Retail,United States,Trade Show,15375.95,51-200,David Wilson,Proposal Sent,0.0,6,48,94,2024-11-11,2024-09-01,0,0
L102724,Customer_02724,Telecom,Japan,Paid Ads,30831.76,1000+,Emma Brown,Proposal Sent,0.0,9,40,42,2025-04-14,2025-01-06,0,0
L102725,Customer_02725,Real Estate,India,Social Media,50045.73,1000+,Henry Chen,Contacted,0.0,12,12,64,2026-07-07,2026-06-25,0,0
L102726,Customer_02726,Finance,United States,Email Campaign,21463.9,51-200,Bob Smith,Contacted,0.0,3,9,1,2024-09-01,2024-08-27,0,0
L102727,Customer_02727,Technology,France,Referral,18301.0,201-500,Carol Davis,Won,0.0,11,18,16,2025-03-16,2024-11-11,0,0
L102728,Customer_02728,Education,Germany,Paid Ads,22431.83,1-10,David Wilson,New,0.0,0,1,69,2025-07-02,2025-06-17,0,0
L102729,Customer_02729,Manufacturing,United Arab Emirates,Partner,18520.1,1-10,Frank Miller,Won,0.0,17,27,26,2026-12-08,2026-06-29,0,0
L102730,Customer_02730,Hospitality,Australia,Paid Ads,13837.53,201-500,Frank Miller,Negotiation,0.0,12,22,11,2025-12-30,2025-09-06,0,0
L102731,Customer_02731,Education,France,Cold Call,13088.27,51-200,Henry Chen,Lost,0.0,2,25,67,2026-08-16,2026-03-24,0,0
L102732,Customer_02732,Hospitality,Germany,Trade Show,6534.37,51-200,David Wilson,Contacted,0.0,9,49,21,2026-01-19,2025-10-27,0,0
L102733,Customer_02733,Healthcare,Australia,Email Campaign,24034.45,1-10,Bob Smith,Proposal Sent,0.0,17,32,86,2026-04-07,2025-12-02,0,0
L102734,Customer_02734,Manufacturing,United States,Referral,13070.25,1000+,Bob Smith,New,0.0,19,20,17,2025-03-20,2025-02-15,0,0
L102735,Customer_02735,Finance,Germany,Referral,36851.93,51-200,Grace Lee,Lost,0.0,2,39,2,2025-05-22,2025-01-28,0,0
L102736,Customer_02736,Education,United Kingdom,Email Campaign,25351.55,51-200,David Wilson,Negotiation,0.0,5,18,39,2026-05-10,2026-03-16,0,0
L102737,Customer_02737,Finance,India,Social Media,8619.94,51-200,Frank Miller,Negotiation,0.0,2,37,32,2025-02-17,2024-10-02,0,0
L102738,Customer_02738,Manufacturing,India,Website,31974.17,51-200,Emma Brown,Won,0.0,7,46,63,2025-05-23,2025-03-18,0,0
L102739,Customer_02739,Retail,Canada,Trade Show,2224.93,201-500,Grace Lee,Contacted,0.0,17,45,23,2025-08-07,2025-03-21,0,0
L102740,Customer_02740,Finance,United Kingdom,Email Campaign,51593.86,501-1000,Bob Smith,Proposal Sent,0.0,14,25,98,2025-06-09,2024-12-31,0,0
L102741,Customer_02741,Technology,France,Paid Ads,5234.82,201-500,Bob Smith,Won,0.0,5,23,42,2025-02-05,2025-02-04,0,0
L102742,Customer_02742,Education,Japan,Cold Call,18893.6,1-10,Frank Miller,New,0.0,6,19,70,2025-01-02,2024-12-22,0,0
L102743,Customer_02743,Hospitality,Germany,Website,18019.17,1000+,David Wilson,Lost,18164.93,12,26,76,2026-02-23,2025-12-21,1,1
L102744,Customer_02744,Finance,United Kingdom,Cold Call,29336.91,11-50,Grace Lee,Lost,0.0,11,46,88,2025-06-12,2025-03-06,0,0
L102745,Customer_02745,Manufacturing,United Kingdom,Paid Ads,10613.82,1-10,Bob Smith,Lost,6582.43,9,43,50,2025-01-10,2024-08-07,1,0
L102746,Customer_02746,Healthcare,Japan,Cold Call,2975.41,1-10,Carol Davis,Won,0.0,8,30,22,2025-04-05,2025-01-16,0,0
L102747,Customer_02747,Energy,United Kingdom,Trade Show,10624.29,501-1000,Henry Chen,Contacted,8629.45,18,14,51,2026-02-26,2025-09-26,1,0
L102748,Customer_02748,Manufacturing,Australia,Partner,11459.64,51-200,Grace Lee,Proposal Sent,0.0,10,18,42,2025-08-24,2025-04-15,0,0
L102749,Customer_02749,Hospitality,United Arab Emirates,Cold Call,3182.96,1-10,Alice Johnson,New,0.0,15,12,60,2025-01-27,2024-09-22,0,0
L102750,Customer_02750,Healthcare,India,Trade Show,13790.84,501-1000,Grace Lee,Won,0.0,19,9,23,2025-09-08,2025-03-29,0,0
L102751,Customer_02751,Technology,Canada,Referral,6291.18,11-50,Alice Johnson,New,0.0,6,0,51,2025-02-22,2024-12-29,0,0
L102752,Customer_02752,Education,Germany,Cold Call,21043.76,1000+,Alice Johnson,Won,0.0,15,38,95,2025-02-06,2024-10-09,0,0
L102753,Customer_02753,Real Estate,United States,Cold Call,11245.73,1000+,Henry Chen,Contacted,0.0,16,36,68,2026-03-17,2025-10-25,0,0
L102754,Customer_02754,Hospitality,United Kingdom,Trade Show,52720.86,1-10,Bob Smith,New,0.0,4,8,95,2026-05-11,2025-11-18,0,0
L102755,Customer_02755,Energy,United Arab Emirates,Paid Ads,11166.52,501-1000,Carol Davis,New,0.0,4,34,10,2025-12-23,2025-11-12,0,0
L102756,Customer_02756,Energy,United Kingdom,Cold Call,18056.73,201-500,Bob Smith,Negotiation,0.0,3,8,65,2026-03-14,2025-10-24,0,0
L102757,Customer_02757,Real Estate,United States,Cold Call,11508.6,11-50,Emma Brown,New,0.0,12,13,2,2025-04-20,2025-03-11,0,0
L102758,Customer_02758,Retail,Japan,Partner,4288.59,51-200,Alice Johnson,New,0.0,15,12,20,2026-01-20,2025-07-31,0,0
L102759,Customer_02759,Manufacturing,Canada,Email Campaign,11576.13,51-200,Carol Davis,New,0.0,15,6,82,2024-12-07,2024-09-02,0,0
L102760,Customer_02760,Finance,France,Social Media,22638.1,1-10,Carol Davis,Contacted,0.0,7,36,10,2025-08-10,2025-03-06,0,0
L102761,Customer_02761,Manufacturing,Brazil,Trade Show,20361.33,501-1000,Frank Miller,Lost,0.0,14,2,47,2025-06-27,2025-03-17,0,0
L102762,Customer_02762,Retail,Australia,Referral,10880.34,11-50,David Wilson,Qualified,0.0,0,20,6,2024-09-08,2024-08-26,0,0
L102763,Customer_02763,Technology,United Arab Emirates,Partner,4818.75,1000+,Bob Smith,Contacted,0.0,13,24,29,2025-01-04,2024-11-02,0,0
L102764,Customer_02764,Healthcare,Canada,Cold Call,20975.72,501-1000,David Wilson,New,0.0,9,28,12,2026-10-14,2026-06-27,0,0
L102765,Customer_02765,Education,Brazil,Trade Show,17919.43,201-500,David Wilson,New,0.0,16,9,45,2024-11-30,2024-08-14,0,0
L102766,Customer_02766,Retail,Japan,Email Campaign,24110.14,1-10,Carol Davis,Qualified,0.0,19,23,64,2025-01-22,2024-10-15,0,0
L102767,Customer_02767,Hospitality,Canada,Partner,11027.21,1-10,Emma Brown,New,0.0,11,39,65,2026-03-29,2025-11-22,0,0
L102768,Customer_02768,Manufacturing,Germany,Social Media,4109.01,1-10,Carol Davis,New,0.0,12,18,93,2026-05-13,2026-01-30,0,0
L102769,Customer_02769,Hospitality,United Arab Emirates,Referral,19411.72,51-200,Carol Davis,New,0.0,18,47,12,2025-07-24,2025-06-22,0,0
L102770,Customer_02770,Real Estate,Germany,Referral,13274.5,501-1000,Grace Lee,Contacted,0.0,6,21,40,2024-08-04,2024-07-21,0,0
L102771,Customer_02771,Technology,United States,Paid Ads,35389.79,1-10,Carol Davis,Won,0.0,2,38,52,2025-06-22,2025-05-02,0,0
L102772,Customer_02772,Healthcare,Australia,Social Media,13631.15,501-1000,Carol Davis,New,0.0,10,5,8,2025-06-17,2025-05-24,0,0
L102773,Customer_02773,Telecom,United Arab Emirates,Cold Call,12941.22,1-10,Bob Smith,Negotiation,0.0,7,42,11,2026-06-17,2026-02-12,0,0
L102774,Customer_02774,Education,United States,Referral,17891.45,11-50,Frank Miller,Negotiation,0.0,12,23,31,2025-03-27,2024-10-03,0,0
L102775,Customer_02775,Retail,Japan,Referral,8796.84,201-500,Frank Miller,Lost,5617.6,15,49,85,2025-05-30,2024-12-15,1,0
L102776,Customer_02776,Education,Japan,Paid Ads,8504.96,501-1000,Frank Miller,New,0.0,10,35,58,2026-09-18,2026-06-09,0,0
L102777,Customer_02777,Hospitality,United Arab Emirates,Paid Ads,12474.89,501-1000,Bob Smith,Won,0.0,6,37,56,2026-06-18,2026-01-10,0,0
L102778,Customer_02778,Retail,Canada,Email Campaign,7014.37,201-500,David Wilson,Won,0.0,11,7,55,2025-02-10,2024-10-15,0,0
L102779,Customer_02779,Technology,Germany,Referral,11380.23,1-10,Carol Davis,Lost,0.0,8,28,81,2025-03-14,2025-02-19,0,0
L102780,Customer_02780,Retail,Australia,Email Campaign,51932.13,11-50,Grace Lee,Won,0.0,3,36,54,2026-01-12,2025-09-29,0,0
L102781,Customer_02781,Hospitality,United Kingdom,Referral,27718.17,501-1000,Carol Davis,New,31353.09,15,40,72,2025-10-13,2025-07-03,1,0
L102782,Customer_02782,Telecom,Japan,Social Media,16574.6,1-10,David Wilson,Lost,0.0,6,18,30,2026-07-27,2026-04-19,0,0
L102783,Customer_02783,Energy,India,Trade Show,39583.75,501-1000,David Wilson,Won,37496.06,10,28,81,2025-04-10,2024-11-17,1,0
L102784,Customer_02784,Hospitality,Canada,Paid Ads,7499.36,501-1000,Grace Lee,Contacted,0.0,18,8,3,2025-10-10,2025-04-16,0,0
L102785,Customer_02785,Finance,Australia,Cold Call,76367.15,501-1000,Frank Miller,New,0.0,3,21,34,2025-08-23,2025-07-12,0,0
L102786,Customer_02786,Healthcare,Brazil,Referral,9678.36,11-50,Grace Lee,Lost,0.0,8,23,25,2025-05-03,2025-04-30,0,0
L102787,Customer_02787,Technology,Australia,Referral,54320.89,11-50,David Wilson,New,0.0,3,1,13,2025-09-10,2025-05-18,0,0
L102788,Customer_02788,Technology,Japan,Email Campaign,54153.73,11-50,Grace Lee,Won,0.0,8,45,53,2025-09-26,2025-09-07,0,0
L102789,Customer_02789,Energy,United Arab Emirates,Social Media,3915.66,51-200,Grace Lee,Qualified,0.0,6,32,89,2026-05-25,2026-03-10,0,0
